sent,label
spotify is great for listening to albums. and it's cool to be able to make playlists.,1
"spotify gives you access to a lot of music, but often fails at functionally working. it doesn't have all the albums i want but has an interesting way of recommending new music.",1
"if i were to compare, spotify is the best music app for me. i love the interface sm! although there are some bugs and stuffs, they didn't hinder me much from having a good experience in this app. i hope you'd add more songs and improve the sound quality just like am (it's already good but i don't think it would hurt if you make it better hehe)",1
my app won't even open... i have tried reinstalling it and it still won't work..,-1
good but can be a bit confusing and difficult. sometimes u search and play ur particular song and pops up a total different one . spotify should really work on that,1
the app will not open to the log in page,-1
"fix spotify, i have explicit content on, yet it won't let me play the songs, fix this please.",-1
you can't always view video or track at what point in the audio the song is. why? this is a problem that amazon and youtube do not encounter.,-1
"spotify was great until all of a sudden i logged out for 1 quick second and now i can't load into the app and i'm stuck in the loading screen with the logo for the past 3 days, it'd be 5 stars if this was fixed.",-1
"been having this problem recently where i am only stuck on a spotify logo basically the loading screen where i have to wait before it loads. i've been waiting a lot just to see the damn loading screen for hours. i tried uninstalling and redownloading it but nothing works i tried a lot of ways such as restarting my phone, clearing data and cache, refreshing the app but nothing happens just that damn logo and a black screen surrounding it. i can't believe this. fix this damn app.",-1
"spotify was best in the beggining, you can play any song you like and i believe to be add free, however like 1 month after download when i click a song it doesn't even even play the song i chose. i don't know if this happens with other people on mobile however it is very annoying click a song only to hear something else.",-1
"free spotify tends to get more insidious the more you use it to frustrate you into paying for premium, to the point that it would play 2 songs then 3 ads repeatedly",-1
